batch_id,to_email,sent_date,bounce_date,open_date,click_date,unsub_date
55267,muxemi@votuq.org,2018-08-20 16:49:13,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,jeyaxi@puqay.com,2018-08-20 16:49:13,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,yijuca@xafek.org,2018-08-20 16:49:13,2018-08-21 10:44:01,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,gaditu@wokob.org,2018-08-20 16:49:13,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,gogexi@povut.org,2018-08-20 16:49:13,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,zucunu@hujix.com,2018-08-20 16:49:14,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,2018-08-22 00:15:53
55267,yaqaha@dimib.com,2018-08-20 16:49:14,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,wavaki@fepij.net,2018-08-20 16:49:14,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,zurame@tojoq.org,2018-08-20 16:49:14,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,docefe@vizug.org,2018-08-20 16:49:14,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,2018-08-20 22:57:24
55267,docefe@vizug.org,2018-08-20 16:49:14,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,2018-08-20 22:57:24
55267,docefe@vizug.org,2018-08-20 16:49:14,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,2018-08-20 22:57:24
55267,nuxiqo@ketey.com,2018-08-20 16:49:14,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,joxetu@lofov.net,2018-08-20 16:49:14,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,pazeqe@boqod.org,2018-08-20 16:49:14,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,memenu@fujeg.org,2018-08-20 16:49:14,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,videpa@nupoh.com,2018-08-20 16:49:14,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,zoqixo@boqes.com,2018-08-20 16:49:15,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,fadazo@pebul.org,2018-08-20 16:49:15,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,mizoce@bikig.net,2018-08-20 16:49:15,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,hinaka@qajiq.com,2018-08-20 16:49:15,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,zikuzu@fusif.com,2018-08-20 16:49:15,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,zikuzu@fusif.com,2018-08-20 16:49:15,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,zikuzu@fusif.com,2018-08-20 16:49:15,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,jofeci@vobem.net,2018-08-20 16:49:15,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,xupise@vefom.com,2018-08-20 16:49:15,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,jobaci@qacad.com,2018-08-20 16:49:15,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,kawigo@sacag.net,2018-08-20 16:49:15,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,cijufo@zoxam.net,2018-08-20 16:49:15,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,qeponu@jazic.com,2018-08-20 16:49:16,2018-08-21 14:43:30,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,pihunu@gociw.org,2018-08-20 16:49:16,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,rugavo@noxag.com,2018-08-20 16:49:16,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,gepado@zulow.org,2018-08-20 16:49:16,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,buxopi@zedev.net,2018-08-20 16:49:16,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,buxopi@zedev.net,2018-08-20 16:49:16,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,buxopi@zedev.net,2018-08-20 16:49:16,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,dicoha@fivaz.net,2018-08-20 16:49:16,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,duveqi@larab.com,2018-08-20 16:49:16,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,sopetu@biweh.net,2018-08-20 16:49:16,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,sopetu@biweh.net,2018-08-20 16:49:16,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,sopetu@biweh.net,2018-08-20 16:49:16,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,hukija@vonow.net,2018-08-20 16:49:16,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,gocibo@fezir.net,2018-08-20 16:49:16,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,gebave@huxos.org,2018-08-20 16:49:17,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,juqule@jonuj.org,2018-08-20 16:49:17,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,juxexu@gixuj.net,2018-08-20 16:49:17,2018-08-21 00:22:05,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,jovodo@wimud.net,2018-08-20 16:49:17,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,turaru@bafer.org,2018-08-20 16:49:17,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,peputa@sikew.net,2018-08-20 16:49:17,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,2018-08-22 10:07:38
55267,vivuxo@hohul.org,2018-08-20 16:49:17,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,veguri@rehez.org,2018-08-20 16:49:17,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,yupaqe@merid.com,2018-08-20 16:49:17,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,qewise@gohax.net,2018-08-20 16:49:17,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,tokewe@gowij.com,2018-08-20 16:49:18,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,tokewe@gowij.com,2018-08-20 16:49:18,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,hohete@fizaj.org,2018-08-20 16:49:18,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,sumuye@vajer.org,2018-08-20 16:49:18,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,povani@mafax.org,2018-08-20 16:49:18,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,basoqa@gocoj.net,2018-08-20 16:49:18,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,saguju@mizen.com,2018-08-20 16:49:18,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,himota@jaxan.org,2018-08-20 16:49:18,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,hucufa@fukiv.net,2018-08-20 16:49:18,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,lavogo@fusej.org,2018-08-20 16:49:18,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,huciqi@cazox.net,2018-08-20 16:49:18,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,huciqi@cazox.net,2018-08-20 16:49:18,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,humazu@rizuw.net,2018-08-20 16:49:19,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,cidera@zafam.org,2018-08-20 16:49:19,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,canaca@tukaz.org,2018-08-20 16:49:19,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,helowa@cifes.org,2018-08-20 16:49:19,2018-08-21 12:53:43,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,jalujo@wazib.org,2018-08-20 16:49:19,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,2018-08-21 09:35:17
55267,rijuzo@wirit.org,2018-08-20 16:49:19,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,cukama@pacob.net,2018-08-20 16:49:19,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,kegedu@genuk.org,2018-08-20 16:49:19,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,vuwoba@ciniw.org,2018-08-20 16:49:19,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,cipowa@fepac.org,2018-08-20 16:49:19,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,hegoto@gowib.net,2018-08-20 16:49:20,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,dopire@posev.com,2018-08-20 16:49:20,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,ridave@buyab.org,2018-08-20 16:49:20,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,dacico@saxev.net,2018-08-20 16:49:20,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,dacico@saxev.net,2018-08-20 16:49:20,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,dacico@saxev.net,2018-08-20 16:49:20,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,pepenu@quwiq.org,2018-08-20 16:49:20,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,caqoqi@hotuh.org,2018-08-20 16:49:20,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,yoliko@sokav.net,2018-08-20 16:49:20,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,zinazu@retum.com,2018-08-20 16:49:20,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,zotala@zeduk.com,2018-08-20 16:49:20,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,zotala@zeduk.com,2018-08-20 16:49:20,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,zotala@zeduk.com,2018-08-20 16:49:20,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,zotala@zeduk.com,2018-08-20 16:49:20,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,miwicu@cuvip.net,2018-08-20 16:49:20,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,timifu@tidiw.com,2018-08-20 16:49:21,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,wofori@lowec.net,2018-08-20 16:49:21,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,wamilo@fudev.com,2018-08-20 16:49:21,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,wamilo@fudev.com,2018-08-20 16:49:21,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,wamilo@fudev.com,2018-08-20 16:49:21,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,gikuvu@heqix.net,2018-08-20 16:49:21,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,rasite@mubah.org,2018-08-20 16:49:21,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,tedaro@cofuf.net,2018-08-20 16:49:21,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,xivoye@jelac.org,2018-08-20 16:49:21,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,potane@devat.com,2018-08-20 16:49:21,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,riqoko@cuvir.net,2018-08-20 16:49:21,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,riqoko@cuvir.net,2018-08-20 16:49:21,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,riqoko@cuvir.net,2018-08-20 16:49:21,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,riqoko@cuvir.net,2018-08-20 16:49:21,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,vijeni@ralon.net,2018-08-20 16:49:21,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,lutahu@woruq.org,2018-08-20 16:49:22,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,lutahu@woruq.org,2018-08-20 16:49:22,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,lutahu@woruq.org,2018-08-20 16:49:22,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,lutahu@woruq.org,2018-08-20 16:49:22,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,xiruzu@pigoc.net,2018-08-20 16:49:22,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,fixumo@wevam.net,2018-08-20 16:49:22,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,fixumo@wevam.net,2018-08-20 16:49:22,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,bopojo@yonon.com,2018-08-20 16:49:22,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,kemiga@pikiz.org,2018-08-20 16:49:22,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,2018-08-20 21:20:14
55267,numudu@cizag.net,2018-08-20 16:49:22,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,jajape@ziwub.com,2018-08-20 16:49:22,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,kadali@dilix.org,2018-08-20 16:49:22,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,yoxiwa@kesas.com,2018-08-20 16:49:22,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,yoxiwa@kesas.com,2018-08-20 16:49:22,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,yoxiwa@kesas.com,2018-08-20 16:49:22,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,kifaju@kefaj.com,2018-08-20 16:49:22,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,bewaqa@jeseg.org,2018-08-20 16:49:23,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,xeyota@hudod.net,2018-08-20 16:49:23,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,suyuwi@vojab.org,2018-08-20 16:49:23,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,wexupu@qafaq.com,2018-08-20 16:49:23,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,fajoqa@hicuq.com,2018-08-20 16:49:23,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,bifofi@jajis.com,2018-08-20 16:49:23,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,rexaqu@zimey.net,2018-08-20 16:49:23,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,fawera@qazif.net,2018-08-20 16:49:23,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,xuyupa@zohiw.com,2018-08-20 16:49:23,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,sonafo@sucid.com,2018-08-20 16:49:23,2018-08-21 13:17:41,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,gubeco@gohef.org,2018-08-20 16:49:24,2018-08-20 23:54:00,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,yuvule@vifil.net,2018-08-20 16:49:24,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,qomobi@kadix.org,2018-08-20 16:49:24,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,laredo@vuqom.net,2018-08-20 16:49:24,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,karare@heluh.org,2018-08-20 16:49:24,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,dibube@wuxoj.net,2018-08-20 16:49:24,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,gacixa@moqol.org,2018-08-20 16:49:24,2018-08-21 00:12:06,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,qiseko@tagac.com,2018-08-20 16:49:24,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,hadika@worez.com,2018-08-20 16:49:24,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,kimiya@jolir.com,2018-08-20 16:49:24,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,fifuru@fawul.org,2018-08-20 16:49:25,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,dihiki@rofix.net,2018-08-20 16:49:25,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,wojove@kuroy.com,2018-08-20 16:49:25,2018-08-21 04:38:46,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,kumato@hogun.net,2018-08-20 16:49:25,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,dunoce@yoxed.com,2018-08-20 16:49:25,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,vofomi@jikay.com,2018-08-20 16:49:25,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,fizugu@nibul.com,2018-08-20 16:49:25,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,yugasu@sunuw.com,2018-08-20 16:49:25,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,docojo@godoy.net,2018-08-20 16:49:25,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,hogegu@refic.net,2018-08-20 16:49:25,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,hogegu@refic.net,2018-08-20 16:49:25,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,qoyima@sonon.org,2018-08-20 16:49:26,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,jewili@feqaj.net,2018-08-20 16:49:26,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,gowami@beqal.net,2018-08-20 16:49:26,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,nawipu@werij.net,2018-08-20 16:49:26,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,fuwoxa@wirew.com,2018-08-20 16:49:26,2018-08-21 16:44:59,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,lufive@cujik.net,2018-08-20 16:49:26,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,lufive@cujik.net,2018-08-20 16:49:26,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,lufive@cujik.net,2018-08-20 16:49:26,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,bevoho@yuxeg.org,2018-08-20 16:49:26,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,tanewo@kodid.net,2018-08-20 16:49:26,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,vukewu@kupen.org,2018-08-20 16:49:26,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,yocaxi@gojiv.org,2018-08-20 16:49:26,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,fejaho@fotaq.org,2018-08-20 16:49:27,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,fejaho@fotaq.org,2018-08-20 16:49:27,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,fejaho@fotaq.org,2018-08-20 16:49:27,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,wucuyi@fujef.org,2018-08-20 16:49:27,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,kujazi@wuric.com,2018-08-20 16:49:27,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,davivo@julan.com,2018-08-20 16:49:27,2018-08-21 00:53:51,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,bemavu@hibir.com,2018-08-20 16:49:27,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,xeqeke@cejoj.com,2018-08-20 16:49:27,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,gakata@kojuw.com,2018-08-20 16:49:27,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,peweva@nukor.net,2018-08-20 16:49:27,2018-08-20 17:25:55,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,yujiho@yuyah.net,2018-08-20 16:49:27,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
55267,yujiho@yuyah.net,2018-08-20 16:49:27,,"2018-08-22 15:06:27, 2018-08-22 15:06:27",,
