batch_id,to_email,click_date
55267,fawera@qazif.net,
55267,xuyupa@zohiw.com,
55267,sonafo@sucid.com,
55267,gubeco@gohef.org,
55267,yuvule@vifil.net,
55267,qomobi@kadix.org,
55267,laredo@vuqom.net,
55267,karare@heluh.org,
55267,dibube@wuxoj.net,
55267,gacixa@moqol.org,
55267,qiseko@tagac.com,
55267,hadika@worez.com,
55267,kimiya@jolir.com,
55267,fifuru@fawul.org,
55267,dihiki@rofix.net,
55267,wojove@kuroy.com,
55267,kumato@hogun.net,
55267,dunoce@yoxed.com,
55267,vofomi@jikay.com,
55267,fizugu@nibul.com,
55267,yugasu@sunuw.com,
55267,docojo@godoy.net,
55267,hogegu@refic.net,"2018-08-21 11:09:38, 2018-08-21 11:10:49, 2018-08-21 11:09:38"
55267,hogegu@refic.net,"2018-08-21 11:10:49, 2018-08-21 11:10:49, 2018-08-21 11:09:38"
55267,qoyima@sonon.org,
55267,jewili@feqaj.net,
55267,gowami@beqal.net,
55267,nawipu@werij.net,
55267,fuwoxa@wirew.com,
55267,lufive@cujik.net,"2018-08-21 22:53:22, 2018-08-21 22:53:22, 2018-08-21 22:54:49, 2018-08-21 22:58:37, 2018-08-29 12:16:57"
55267,lufive@cujik.net,"2018-08-21 22:54:49, 2018-08-21 22:53:22, 2018-08-21 22:54:49, 2018-08-21 22:58:37, 2018-08-29 12:16:57"
55267,lufive@cujik.net,"2018-08-21 22:58:37, 2018-08-21 22:53:22, 2018-08-21 22:54:49, 2018-08-21 22:58:37, 2018-08-29 12:16:57"
55267,bevoho@yuxeg.org,
55267,tanewo@kodid.net,
55267,vukewu@kupen.org,
55267,yocaxi@gojiv.org,
55267,fejaho@fotaq.org,"2018-08-21 06:21:54, 2018-08-21 06:22:48, 2018-08-21 06:21:54, 2018-08-21 06:26:41"
55267,fejaho@fotaq.org,"2018-08-21 06:22:48, 2018-08-21 06:22:48, 2018-08-21 06:21:54, 2018-08-21 06:26:41"
55267,fejaho@fotaq.org,"2018-08-21 06:26:41, 2018-08-21 06:22:48, 2018-08-21 06:21:54, 2018-08-21 06:26:41"
55267,wucuyi@fujef.org,
55267,kujazi@wuric.com,
55267,davivo@julan.com,
55267,bemavu@hibir.com,
55267,xeqeke@cejoj.com,
55267,gakata@kojuw.com,
55267,peweva@nukor.net,
55267,yujiho@yuyah.net,"2018-08-24 01:03:58, 2018-08-24 01:10:26, 2018-08-24 01:03:58"
55267,yujiho@yuyah.net,"2018-08-24 01:10:26, 2018-08-24 01:10:26, 2018-08-24 01:03:58"
55267,xulexi@laseq.com,
55267,tabome@wiruj.net,
55267,qarefa@merok.net,
55267,soloxo@fupux.org,
55267,bidopa@geyiz.net,
55267,nakati@ziyey.com,
55267,gabiti@xugiz.net,"2018-08-24 02:48:29, 2018-08-24 02:48:29"
55267,huticu@banej.com,
55267,jozozi@hovuk.org,
55267,dujota@nujih.net,
55267,pukoxa@memup.com,
55267,logeyu@faxub.net,
55267,gacawe@fasow.com,
55267,futewa@yazeg.com,
55267,tufire@favev.net,
55267,ritixe@zuqim.org,
55267,nosaqi@zanax.org,
55267,pezoba@ditip.com,
55267,rereti@hiyom.com,
55267,hunebe@buloj.org,
55267,soromu@nexih.com,
55267,lerazu@peyan.net,"2018-08-22 03:10:05, 2018-08-23 17:48:24, 2018-08-25 08:42:36, 2018-08-22 03:10:05"
55267,lerazu@peyan.net,"2018-08-23 17:48:24, 2018-08-23 17:48:24, 2018-08-25 08:42:36, 2018-08-22 03:10:05"
55267,lerazu@peyan.net,"2018-08-25 08:42:36, 2018-08-23 17:48:24, 2018-08-25 08:42:36, 2018-08-22 03:10:05"
55267,goveki@vixos.com,"2018-08-20 18:32:04, 2018-08-20 18:38:20, 2018-08-20 18:32:04, 2018-08-20 18:35:13, 2018-08-20 18:38:56"
55267,goveki@vixos.com,"2018-08-20 18:35:13, 2018-08-20 18:38:20, 2018-08-20 18:32:04, 2018-08-20 18:35:13, 2018-08-20 18:38:56"
55267,goveki@vixos.com,"2018-08-20 18:38:20, 2018-08-20 18:38:20, 2018-08-20 18:32:04, 2018-08-20 18:35:13, 2018-08-20 18:38:56"
55267,goveki@vixos.com,"2018-08-20 18:38:56, 2018-08-20 18:38:20, 2018-08-20 18:32:04, 2018-08-20 18:35:13, 2018-08-20 18:38:56"
55267,hahiyi@datuy.net,
55267,zofoxu@daret.org,
55267,tedame@pegav.net,
55267,jivoqo@minow.com,
55267,batuja@geceg.org,
55267,jiboni@patox.org,
55267,dotone@fufox.net,"2018-08-24 00:32:18, 2018-08-24 00:32:18, 2018-08-24 00:32:21"
55267,dotone@fufox.net,"2018-08-24 00:32:21, 2018-08-24 00:32:18, 2018-08-24 00:32:21"
55267,sopuxu@nivob.com,
55267,qiwaqa@zabek.org,
55267,qanami@quher.net,
55267,funuca@qamag.org,"2018-08-25 03:22:57, 2018-08-25 03:22:57"
55267,minoho@qabox.org,
55267,boyomo@yofuw.com,
55267,bagiqe@vuwak.com,
55267,gojeca@xegix.org,"2018-08-23 13:39:25, 2018-08-23 13:43:59, 2018-08-23 13:39:25, 2018-08-23 13:41:44, 2018-08-23 13:44:05"
55267,gojeca@xegix.org,"2018-08-23 13:41:44, 2018-08-23 13:43:59, 2018-08-23 13:39:25, 2018-08-23 13:41:44, 2018-08-23 13:44:05"
55267,gojeca@xegix.org,"2018-08-23 13:43:59, 2018-08-23 13:43:59, 2018-08-23 13:39:25, 2018-08-23 13:41:44, 2018-08-23 13:44:05"
55267,gojeca@xegix.org,"2018-08-23 13:44:05, 2018-08-23 13:43:59, 2018-08-23 13:39:25, 2018-08-23 13:41:44, 2018-08-23 13:44:05"
55267,kuluya@hobep.com,
55267,silobi@cigiy.com,
55267,rikogo@ciniq.net,
55267,siloru@dimor.net,
55267,vejute@kapup.net,
55267,texixu@xetop.com,
55267,zimuxe@nabav.com,
55267,qasalo@geniw.org,
55267,yagupi@lawoz.net,
55267,qotiyu@megor.com,
55267,nivala@woxuf.net,"2018-08-20 17:04:30, 2018-08-20 17:04:30, 2018-08-20 17:08:28"
55267,nivala@woxuf.net,"2018-08-20 17:08:28, 2018-08-20 17:04:30, 2018-08-20 17:08:28"
55267,sakawo@yeziz.net,
55267,gadovu@hamux.org,
55267,duseke@voqow.net,"2018-08-23 02:48:49, 2018-08-23 02:48:49, 2018-08-23 02:57:17"
55267,duseke@voqow.net,"2018-08-23 02:57:17, 2018-08-23 02:48:49, 2018-08-23 02:57:17"
55267,fagoja@gucod.org,
55267,hudige@pixev.net,"2018-08-22 18:41:33, 2018-08-22 18:41:33"
55267,kidugu@tevit.com,
55267,quhago@ligos.com,
55267,gocadu@qirom.net,
55267,giqune@dufaz.net,"2018-08-20 20:15:44, 2018-08-22 21:27:32, 2018-08-22 20:28:30, 2018-08-24 12:37:00, 2018-08-20 20:15:44"
55267,giqune@dufaz.net,"2018-08-22 20:28:30, 2018-08-22 21:27:32, 2018-08-22 20:28:30, 2018-08-24 12:37:00, 2018-08-20 20:15:44"
55267,giqune@dufaz.net,"2018-08-22 21:27:32, 2018-08-22 21:27:32, 2018-08-22 20:28:30, 2018-08-24 12:37:00, 2018-08-20 20:15:44"
55267,giqune@dufaz.net,"2018-08-24 12:37:00, 2018-08-22 21:27:32, 2018-08-22 20:28:30, 2018-08-24 12:37:00, 2018-08-20 20:15:44"
55267,gasubu@xedus.net,
55267,zufuju@vexul.net,
55267,dobega@jabeb.org,
55267,davixi@riyuj.net,"2018-08-23 01:23:34, 2018-08-24 04:58:01, 2018-08-23 01:23:34"
55267,davixi@riyuj.net,"2018-08-24 04:58:01, 2018-08-24 04:58:01, 2018-08-23 01:23:34"
55267,cobaje@gunal.com,"2018-08-22 22:59:48, 2018-08-22 22:59:48, 2018-08-22 23:08:39, 2018-08-22 23:08:13, 2018-08-22 23:00:12"
55267,cobaje@gunal.com,"2018-08-22 23:00:12, 2018-08-22 22:59:48, 2018-08-22 23:08:39, 2018-08-22 23:08:13, 2018-08-22 23:00:12"
55267,cobaje@gunal.com,"2018-08-22 23:08:13, 2018-08-22 22:59:48, 2018-08-22 23:08:39, 2018-08-22 23:08:13, 2018-08-22 23:00:12"
55267,cobaje@gunal.com,"2018-08-22 23:08:39, 2018-08-22 22:59:48, 2018-08-22 23:08:39, 2018-08-22 23:08:13, 2018-08-22 23:00:12"
55267,fugoce@mijoz.org,
55267,zawile@pidoc.net,
55267,comote@sutev.org,
55267,wofoju@vifut.org,
55267,bexaqo@cubot.com,
55267,rimesa@bakap.org,
55267,sovama@rosoq.com,"2018-08-25 02:19:33, 2018-08-25 02:24:22, 2018-08-25 02:19:33"
55267,sovama@rosoq.com,"2018-08-25 02:24:22, 2018-08-25 02:24:22, 2018-08-25 02:19:33"
55267,galuta@sogop.com,"2018-08-25 07:48:57, 2018-08-25 07:48:57, 2018-08-25 07:51:39, 2018-08-25 07:52:46, 2018-08-25 07:52:21"
55267,galuta@sogop.com,"2018-08-25 07:51:39, 2018-08-25 07:48:57, 2018-08-25 07:51:39, 2018-08-25 07:52:46, 2018-08-25 07:52:21"
55267,galuta@sogop.com,"2018-08-25 07:52:21, 2018-08-25 07:48:57, 2018-08-25 07:51:39, 2018-08-25 07:52:46, 2018-08-25 07:52:21"
55267,galuta@sogop.com,"2018-08-25 07:52:46, 2018-08-25 07:48:57, 2018-08-25 07:51:39, 2018-08-25 07:52:46, 2018-08-25 07:52:21"
55267,duboco@vures.com,
55267,bolika@xofok.org,
55267,comija@pucaq.com,
55267,hujiqi@datoh.net,
55267,runanu@tataf.net,
55267,wawoku@redut.org,
55267,lonaxa@rajih.net,
55267,cezubu@mamuh.net,
55267,temaxa@tumeg.net,
55267,gudigo@kewiv.com,
55267,witiyo@josur.net,
55267,hexezu@tavax.com,
55267,nivuxu@ragex.net,
55267,funojo@jadud.net,
55267,lukiki@zudav.com,"2018-08-20 23:31:34, 2018-08-20 23:31:34, 2018-08-29 08:28:34, 2018-08-29 13:16:08, 2018-08-30 12:00:27"
55267,fupuzo@retur.com,
55267,habuso@sumiq.net,
55267,jinole@kanup.net,
55267,paluco@harag.org,
55267,kolizu@doyuj.com,
55267,xodego@liyis.org,
55267,vequya@pasaz.org,"2018-08-21 23:34:46, 2018-08-21 23:34:46, 2018-08-23 20:04:41, 2018-08-25 00:33:52, 2018-08-22 17:06:56, 2018-08-31 09:13:23, 2018-09-01 09:47:17, 2018-08-28 16:06:05"
55267,vequya@pasaz.org,"2018-08-22 17:06:56, 2018-08-21 23:34:46, 2018-08-23 20:04:41, 2018-08-25 00:33:52, 2018-08-22 17:06:56, 2018-08-31 09:13:23, 2018-09-01 09:47:17, 2018-08-28 16:06:05"
55267,vequya@pasaz.org,"2018-08-23 20:04:41, 2018-08-21 23:34:46, 2018-08-23 20:04:41, 2018-08-25 00:33:52, 2018-08-22 17:06:56, 2018-08-31 09:13:23, 2018-09-01 09:47:17, 2018-08-28 16:06:05"
55267,vequya@pasaz.org,"2018-08-25 00:33:52, 2018-08-21 23:34:46, 2018-08-23 20:04:41, 2018-08-25 00:33:52, 2018-08-22 17:06:56, 2018-08-31 09:13:23, 2018-09-01 09:47:17, 2018-08-28 16:06:05"
55267,rejuyu@votoc.net,
55267,hamede@topoj.com,
55267,cugita@mixak.net,"2018-08-24 07:44:08, 2018-08-24 07:44:08"
55267,tukaci@kediv.net,"2018-08-25 07:16:14, 2018-08-25 07:16:14, 2018-08-25 07:19:18"
55267,tukaci@kediv.net,"2018-08-25 07:19:18, 2018-08-25 07:16:14, 2018-08-25 07:19:18"
55267,pejehe@vixoz.org,"2018-08-24 12:53:12, 2018-08-25 16:08:26, 2018-08-25 07:30:31, 2018-08-24 12:53:12"
55267,pejehe@vixoz.org,"2018-08-25 07:30:31, 2018-08-25 16:08:26, 2018-08-25 07:30:31, 2018-08-24 12:53:12"
55267,pejehe@vixoz.org,"2018-08-25 16:08:26, 2018-08-25 16:08:26, 2018-08-25 07:30:31, 2018-08-24 12:53:12"
55267,kulica@suyul.net,
55267,tusuhe@dohuk.net,
55267,hokuke@zosez.org,
55267,zosuzo@bupeg.net,
55267,qojigo@tahac.com,
55267,bofabi@fixir.com,
55267,goteti@muxey.net,
55267,tinuxa@wexur.org,
55267,xesoca@letoz.net,
55267,yiguga@jelep.org,
55267,yehixe@xabor.net,
55267,jadito@yuzal.com,"2018-08-24 19:19:06, 2018-08-24 19:19:06, 2018-08-24 19:20:40, 2018-08-24 19:21:03, 2018-08-24 19:24:57"
55267,jadito@yuzal.com,"2018-08-24 19:20:40, 2018-08-24 19:19:06, 2018-08-24 19:20:40, 2018-08-24 19:21:03, 2018-08-24 19:24:57"
55267,jadito@yuzal.com,"2018-08-24 19:21:03, 2018-08-24 19:19:06, 2018-08-24 19:20:40, 2018-08-24 19:21:03, 2018-08-24 19:24:57"
55267,jadito@yuzal.com,"2018-08-24 19:24:57, 2018-08-24 19:19:06, 2018-08-24 19:20:40, 2018-08-24 19:21:03, 2018-08-24 19:24:57"
55267,nikovi@rewax.com,
55267,suyane@junub.org,
55267,judaju@tedaf.net,"2018-08-21 19:32:34, 2018-08-21 19:32:34"
55267,ruqucu@lecuc.net,
55267,lotafu@hifag.com,
55267,fokage@diyod.org,
55267,cepini@celoy.com,
55267,fewojo@cibiz.net,
55267,xoqacu@suvaj.org,
55267,lotoqu@cavit.net,
55267,qedena@kugux.org,
55267,yepisi@wunez.com,
55267,zewolo@sacih.org,"2018-08-23 03:34:33, 2018-08-23 03:34:33"
55267,kideyo@cohug.com,
55267,tiqegu@veciv.org,
55267,pojuka@zojor.net,
55267,nezoto@kufiz.net,
55267,robuwe@salar.org,
55267,ribode@fatuj.org,
55267,yojita@sayul.net,
55267,jagiva@gemif.net,
55267,wubeve@buxah.net,
55267,mamile@vadup.org,
55267,yaxope@gequw.org,
55267,wacuki@gevof.com,
55267,mapeki@gatow.net,
55267,yewowi@tonol.com,"2018-08-22 10:56:04, 2018-08-22 10:56:04"
55267,riqopi@tekoq.org,
55267,xipira@zaguw.com,
55267,kevuye@zedaj.org,
55267,banoci@veneh.org,
55267,himiya@redap.net,
55267,cenita@vugad.org,
55267,rihojo@qoqim.net,
55267,mohapi@fafih.net,"2018-08-23 07:59:16, 2018-08-25 11:26:55, 2018-08-23 07:59:16"
55267,mohapi@fafih.net,"2018-08-25 11:26:55, 2018-08-25 11:26:55, 2018-08-23 07:59:16"
55267,garode@kunus.net,
55267,mabura@wipow.org,
55267,fefidu@sebum.org,
55267,toquyu@gufib.org,
55267,soqade@mejup.org,
55267,sikusu@siyor.net,
